x,y,yaw,cov11,cov12,cov13,cov21,cov22,cov23,cov31,cov32,cov33
0.002092688,0.002879878,0.000321936,0.013864966,0.000117509,0.000053095,0.000117509,0.010803556,0.000000000,0.000053095,0.000000000,0.000014192
-0.005977595,-0.000446847,0.000256726,0.014263667,0.000582820,0.000079495,0.000582820,0.011659189,0.000000000,0.000079495,0.000000000,0.000014723
-0.002315450,0.000390098,-0.000165578,0.014142735,-0.000125303,0.000040528,-0.000125303,0.011049212,0.000000000,0.000040528,0.000000000,0.000012161
0.002340222,0.009184492,-0.000165485,0.014105970,0.000223385,0.000021144,0.000223385,0.010796033,0.000000000,0.000021144,0.000000000,0.000014844
0.009766232,0.001638936,0.000141696,0.013174647,0.000010902,0.000036540,0.000010902,0.010722970,0.000000000,0.000036540,0.000000000,0.000014123
0.000060718,-0.008590535,0.000255604,0.013830972,0.000475624,0.000050796,0.000475624,0.010939979,0.000000000,0.000050796,0.000000000,0.000013722
-0.002771697,-0.004252050,-0.000169710,0.012453709,0.000539710,0.000004390,0.000539710,0.010586532,0.000000000,0.000004390,0.000000000,0.000013302
-0.004521220,-0.003193119,0.000571641,0.012884783,0.000221341,0.000028535,0.000221341,0.010873749,0.000000000,0.000028535,0.000000000,0.000013377
0.004477677,0.010855967,0.000055361,0.012454555,0.000329681,0.000023792,0.000329681,0.010639526,0.000000000,0.000023792,0.000000000,0.000011882
0.008106476,0.006726759,0.000202262,0.013621734,0.000367401,0.000042264,0.000367401,0.011322927,0.000000000,0.000042264,0.000000000,0.000016986
-0.013291437,-0.008472126,-0.000585297,0.012611019,-0.000040754,0.000058416,-0.000040754,0.010581611,0.000000000,0.000058416,0.000000000,0.000015410
0.009060763,0.010669068,0.000371421,0.011685819,0.000272268,0.000043395,0.000272268,0.010534815,0.000000000,0.000043395,0.000000000,0.000011196
0.003386703,0.005924769,-0.000464121,0.011992827,0.000264752,0.000022108,0.000264752,0.011069888,0.000000000,0.000022108,0.000000000,0.000017163
-0.001162903,-0.019103716,0.000299780,0.012264511,0.000035819,0.000061881,0.000035819,0.010743538,0.000000000,0.000061881,0.000000000,0.000017762
-0.008754571,0.009988616,0.000007463,0.012728322,-0.000124443,0.000029427,-0.000124443,0.010911324,0.000000000,0.000029427,0.000000000,0.000015696
0.011186123,-0.011797004,0.000159868,0.012441000,-0.000022411,0.000016750,-0.000022411,0.010775854,0.000000000,0.000016750,0.000000000,0.000015907
0.000460308,0.013514605,-0.000183640,0.012484723,0.000136290,0.000009425,0.000136290,0.011075097,0.000000000,0.000009425,0.000000000,0.000017867
0.001744049,-0.013829860,-0.000165435,0.013569322,-0.000063387,0.000017194,-0.000063387,0.011026689,0.000000000,0.000017194,0.000000000,0.000013079
-0.001440646,-0.010175786,0.000053734,0.012390697,-0.000044405,0.000011251,-0.000044405,0.010346192,0.000000000,0.000011251,0.000000000,0.000011114
0.005819397,-0.004929583,0.000774053,0.011974037,0.000035622,-0.000001486,0.000035622,0.010374068,0.000000000,-0.000001486,0.000000000,0.000011421
-0.003964230,0.002837427,-0.000810602,0.012783477,-0.000200597,-0.000006490,-0.000200597,0.010467013,0.000000000,-0.000006490,0.000000000,0.000012402
-0.000506448,0.014460401,0.000124413,0.013291439,-0.000155375,0.000025328,-0.000155375,0.010890471,0.000000000,0.000025328,0.000000000,0.000011504
-0.010505317,-0.009419611,0.000400219,0.013823705,0.000255349,0.000006778,0.000255349,0.011026387,0.000000000,0.000006778,0.000000000,0.000012953
-0.001610846,0.000318742,-0.000033598,0.012756938,0.000092133,0.000019841,0.000092133,0.011717413,0.000000000,0.000019841,0.000000000,0.000014328
0.009547217,-0.009562383,-0.000103042,0.012710345,-0.000038166,0.000028849,-0.000038166,0.011129579,0.000000000,0.000028849,0.000000000,0.000014969
0.006754567,0.013054992,0.000381232,0.013386723,0.000006558,0.000021220,0.000006558,0.010933645,0.000000000,0.000021220,0.000000000,0.000014027
0.006042489,-0.004601911,-0.000082838,0.013553998,-0.000245640,0.000012555,-0.000245640,0.010131491,0.000000000,0.000012555,0.000000000,0.000010798
-0.002304755,-0.007632754,0.000100272,0.012987400,-0.000103812,0.000022396,-0.000103812,0.009939646,0.000000000,0.000022396,0.000000000,0.000010880
0.009091723,-0.002947590,0.000086947,0.013360602,-0.000256501,0.000011795,-0.000256501,0.010115399,0.000000000,0.000011795,0.000000000,0.000016104
-0.015756212,0.013380697,-0.000085108,0.014471212,-0.000503664,0.000016936,-0.000503664,0.010746622,0.000000000,0.000016936,0.000000000,0.000015173
0.013588379,0.004679229,-0.000300694,0.013452037,-0.000312401,0.000027664,-0.000312401,0.010745360,0.000000000,0.000027664,0.000000000,0.000011024
-0.022006632,0.000027183,0.001021811,0.014042235,-0.000159117,0.000027057,-0.000159117,0.010603975,0.000000000,0.000027057,0.000000000,0.000013723
-0.007192471,-0.021762525,-0.000250366,0.013713180,-0.000263192,0.000044244,-0.000263192,0.010930093,0.000000000,0.000044244,0.000000000,0.000017553
0.014687635,0.028949408,0.000950102,0.014277456,-0.000016133,0.000043449,-0.000016133,0.010557806,0.000000000,0.000043449,0.000000000,0.000013382
0.006540582,-0.033174907,-0.000984462,0.013711635,0.000310191,0.000039175,0.000310191,0.010983498,0.000000000,0.000039175,0.000000000,0.000012412
-0.000929640,0.018524427,0.000177743,0.013650204,0.000218720,0.000046544,0.000218720,0.010703627,0.000000000,0.000046544,0.000000000,0.000012685
0.001140064,-0.008388772,-0.000260423,0.013917181,-0.000128251,0.000039016,-0.000128251,0.010716848,0.000000000,0.000039016,0.000000000,0.000013473
0.003061757,0.000579810,0.000066284,0.013765050,-0.000137937,0.000023445,-0.000137937,0.010497134,0.000000000,0.000023445,0.000000000,0.000011801
-0.002996139,-0.004998671,-0.000697561,0.013083737,-0.000253124,0.000012659,-0.000253124,0.011365928,0.000000000,0.000012659,0.000000000,0.000013032
0.002430408,0.003507248,0.000326190,0.013153683,0.000020657,0.000032992,0.000020657,0.011136745,0.000000000,0.000032992,0.000000000,0.000013164
-0.003500926,0.003825093,-0.000403625,0.012630887,-0.000157578,0.000026590,-0.000157578,0.011475896,0.000000000,0.000026590,0.000000000,0.000013373
-0.000879239,-0.009939522,0.000117003,0.011733955,-0.000536417,0.000036445,-0.000536417,0.011633591,0.000000000,0.000036445,0.000000000,0.000014004
-0.000206905,-0.004579141,0.001196820,0.013137011,-0.000006682,0.000065639,-0.000006682,0.011616990,0.000000000,0.000065639,0.000000000,0.000017616
0.010060232,0.022622678,0.000603078,0.012972500,0.000208132,0.000057296,0.000208132,0.011480137,0.000000000,0.000057296,0.000000000,0.000015058
-0.003079600,-0.006463646,-0.000482625,0.012770371,-0.000344971,0.000017119,-0.000344971,0.011516956,0.000000000,0.000017119,0.000000000,0.000018993
0.009119940,0.011199181,-0.000202918,0.013175558,-0.000207045,0.000046651,-0.000207045,0.012020570,0.000000000,0.000046651,0.000000000,0.000016699
0.000891991,-0.005099423,-0.000800751,0.013025482,-0.000011636,0.000049317,-0.000011636,0.011286721,0.000000000,0.000049317,0.000000000,0.000015840
0.001393226,-0.010361137,-0.000056821,0.012685335,0.000403541,0.000040596,0.000403541,0.011244683,0.000000000,0.000040596,0.000000000,0.000015794
0.002736813,0.008949330,0.000371732,0.013683056,0.000262379,0.000033363,0.000262379,0.012366431,0.000000000,0.000033363,0.000000000,0.000020631
-0.011790014,-0.005574422,0.000144361,0.014215315,-0.000493160,0.000011926,-0.000493160,0.012769550,0.000000000,0.000011926,0.000000000,0.000020528
-0.003944426,0.002425528,-0.000403599,0.012816678,0.000545035,0.000040160,0.000545035,0.012702788,0.000000000,0.000040160,0.000000000,0.000020831
-0.005065183,-0.011641978,0.000847497,0.012066014,0.000198365,0.000040893,0.000198365,0.011354340,0.000000000,0.000040893,0.000000000,0.000015956
0.000633469,0.010985874,0.000186457,0.012540375,0.000117733,0.000024323,0.000117733,0.011804370,0.000000000,0.000024323,0.000000000,0.000017726
-0.015719402,-0.007106694,-0.000162267,0.013934179,0.000001614,0.000035919,0.000001614,0.011863786,0.000000000,0.000035919,0.000000000,0.000022781
-0.009953317,-0.007037279,0.000214085,0.013350134,0.000231698,0.000033665,0.000231698,0.012256358,0.000000000,0.000033665,0.000000000,0.000015817
0.002000688,-0.014950493,0.000055730,0.013106619,-0.000466486,0.000027548,-0.000466486,0.011593318,0.000000000,0.000027548,0.000000000,0.000012753
0.000691880,0.009830765,-0.000002074,0.013005737,0.000032791,0.000019308,0.000032791,0.011448567,0.000000000,0.000019308,0.000000000,0.000015001
0.005893596,-0.003519984,-0.000858531,0.014176912,0.000067944,0.000018361,0.000067944,0.012003453,0.000000000,0.000018361,0.000000000,0.000018150
0.004972998,0.004503534,0.000139220,0.012565170,0.000117509,0.000034124,0.000117509,0.011962785,0.000000000,0.000034124,0.000000000,0.000018460
-0.006180820,-0.002901292,0.000666646,0.013282466,-0.000189587,0.000005553,-0.000189587,0.012490308,0.000000000,0.000005553,0.000000000,0.000018632
0.004726254,-0.005565510,-0.001288507,0.013096411,-0.000438774,0.000026294,-0.000438774,0.014494795,0.000000000,0.000026294,0.000000000,0.000022527
0.041195262,0.014189687,-0.000826728,0.016842755,-0.001358742,0.000032056,-0.001358742,0.014762854,0.000000000,0.000032056,0.000000000,0.000021409
0.013141605,0.008680667,-0.000699457,0.015127019,-0.000321681,0.000020525,-0.000321681,0.017167693,0.000000000,0.000020525,0.000000000,0.000017932
-0.019059188,-0.067656513,-0.000659426,0.015515362,-0.000872770,0.000108609,-0.000872770,0.015550174,0.000000000,0.000108609,0.000000000,0.000020950
-0.022816143,0.000951267,0.000307703,0.017518768,-0.000354802,0.000061713,-0.000354802,0.015604176,0.000000000,0.000061713,0.000000000,0.000022979
-0.016109359,-0.024578340,-0.001635586,0.015618777,-0.000453511,-0.000005454,-0.000453511,0.016343889,0.000000000,-0.000005454,0.000000000,0.000021767
-0.042699922,0.013560118,-0.000188798,0.016992331,0.000628610,-0.000028638,0.000628610,0.014754029,0.000000000,-0.000028638,0.000000000,0.000022322
0.014156519,-0.021063356,-0.000554291,0.018200444,0.000639626,-0.000017743,0.000639626,0.015180088,0.000000000,-0.000017743,0.000000000,0.000020413
-0.015784731,0.027480074,0.002136117,0.018797943,0.000151130,0.000013958,0.000151130,0.014418639,0.000000000,0.000013958,0.000000000,0.000020146
-0.001128436,0.008606549,-0.002143386,0.016853818,0.000517432,0.000040655,0.000517432,0.016831662,0.000000000,0.000040655,0.000000000,0.000034127
-0.030654546,-0.027091491,-0.002964673,0.017187419,0.000057415,0.000036600,0.000057415,0.015806787,0.000000000,0.000036600,0.000000000,0.000027794
-0.036385571,0.004266138,-0.002530205,0.021350464,-0.000119296,0.000069646,-0.000119296,0.017292220,0.000000000,0.000069646,0.000000000,0.000023966
-0.062062355,-0.027665706,-0.001755563,0.020094132,0.000053305,-0.000032482,0.000053305,0.018103575,0.000000000,-0.000032482,0.000000000,0.000021637
-0.017527059,0.025022147,0.000573243,0.021168938,0.000842101,0.000050627,0.000842101,0.016472488,0.000000000,0.000050627,0.000000000,0.000032625
-0.043991736,0.023115356,0.000844703,0.021297657,-0.000036151,0.000044289,-0.000036151,0.017917093,0.000000000,0.000044289,0.000000000,0.000031783
-0.015364808,-0.009405493,-0.000815610,0.022943024,-0.000832482,0.000035479,-0.000832482,0.016788176,0.000000000,0.000035479,0.000000000,0.000027114
-0.058003686,-0.043698207,-0.000550466,0.024715492,-0.000165358,0.000062116,-0.000165358,0.017133885,0.000000000,0.000062116,0.000000000,0.000023929
-0.022699146,-0.005926308,-0.002387000,0.026249192,0.001241224,0.000039885,0.001241224,0.016253351,0.000000000,0.000039885,0.000000000,0.000026122
-0.047368997,-0.022321972,0.001093901,0.019918063,0.002318890,0.000043708,0.002318890,0.016324478,0.000000000,0.000043708,0.000000000,0.000029828
-0.061801383,-0.040531066,-0.000291257,0.022655050,0.001162303,-0.000004539,0.001162303,0.016292955,0.000000000,-0.000004539,0.000000000,0.000033560
-0.041836323,-0.018584864,0.000552474,0.023158268,0.001624995,-0.000093939,0.001624995,0.019590622,0.000000000,-0.000093939,0.000000000,0.000029726
-0.051247290,0.020107688,0.000583220,0.027725131,0.001015934,-0.000018421,0.001015934,0.017757263,0.000000000,-0.000018421,0.000000000,0.000026859
-0.079889188,-0.031346577,0.001192200,0.027767544,0.000221230,0.000037388,0.000221230,0.019271763,0.000000000,0.000037388,0.000000000,0.000041021
0.055045033,-0.013233836,0.000295724,0.025178212,0.001458134,0.000077733,0.001458134,0.018874271,0.000000000,0.000077733,0.000000000,0.000042896
0.026355636,0.002665122,0.000950568,0.025903863,0.001369168,0.000030003,0.001369168,0.019178551,0.000000000,0.000030003,0.000000000,0.000022264
-0.073914227,-0.063253202,-0.002256121,0.025222319,0.005218243,-0.000090737,0.005218243,0.019296058,0.000000000,-0.000090737,0.000000000,0.000034175
-0.076046089,-0.012795389,-0.000475027,0.024143732,0.001776758,0.000026240,0.001776758,0.018359756,0.000000000,0.000026240,0.000000000,0.000022420
-0.035874499,-0.017229990,0.000722064,0.024435475,0.001009921,-0.000064694,0.001009921,0.020748313,0.000000000,-0.000064694,0.000000000,0.000029239
-0.063466091,-0.011939485,-0.001824510,0.025301108,0.001818733,-0.000061442,0.001818733,0.018192770,0.000000000,-0.000061442,0.000000000,0.000031748
-0.011096035,0.027538596,0.004180343,0.032568486,0.001628942,-0.000042591,0.001628942,0.017470775,0.000000000,-0.000042591,0.000000000,0.000031428
-0.008408840,-0.029396736,0.002712146,0.026078510,0.002347609,-0.000043069,0.002347609,0.019544973,0.000000000,-0.000043069,0.000000000,0.000033631
-0.029796624,0.008294538,0.000598095,0.025413730,0.000571162,0.000011236,0.000571162,0.017187505,0.000000000,0.000011236,0.000000000,0.000024637
-0.053279748,-0.000713945,0.000121275,0.018107493,0.001227950,-0.000024831,0.001227950,0.020987065,0.000000000,-0.000024831,0.000000000,0.000030441
-0.056261417,-0.005091110,-0.000845018,0.025714239,0.001856740,-0.000046471,0.001856740,0.018257851,0.000000000,-0.000046471,0.000000000,0.000026479
-0.034912328,-0.002988285,-0.001733124,0.023790174,-0.000917719,0.000058650,-0.000917719,0.019138262,0.000000000,0.000058650,0.000000000,0.000025632
0.033147218,-0.023131843,0.000604353,0.023785926,-0.001299375,-0.000023727,-0.001299375,0.017272217,0.000000000,-0.000023727,0.000000000,0.000023603
-0.065036268,-0.007844930,-0.000692472,0.027087273,0.000547449,0.000057260,0.000547449,0.014830404,0.000000000,0.000057260,0.000000000,0.000020637
0.009198367,-0.024365834,-0.001944836,0.031595157,0.001741088,-0.000098751,0.001741088,0.017298579,0.000000000,-0.000098751,0.000000000,0.000035401
-0.050534468,0.005252789,0.000144449,0.027038486,0.000122510,0.000042713,0.000122510,0.016967512,0.000000000,0.000042713,0.000000000,0.000025444
-0.086451361,-0.010514943,0.000787326,0.028534670,0.000951494,-0.000014509,0.000951494,0.015201438,0.000000000,-0.000014509,0.000000000,0.000030785
-0.076077040,-0.045051917,-0.000765561,0.024683995,0.000201208,0.000004211,0.000201208,0.014254869,0.000000000,0.000004211,0.000000000,0.000026093
-0.054376494,-0.002295383,0.001314494,0.031992906,0.000655851,-0.000039564,0.000655851,0.016466551,0.000000000,-0.000039564,0.000000000,0.000020289
0.085055312,-0.024824537,0.001253414,0.024024217,0.000361793,0.000006341,0.000361793,0.015124197,0.000000000,0.000006341,0.000000000,0.000019333
-0.031685613,-0.016383377,-0.001306660,0.028379167,0.000412162,0.000088597,0.000412162,0.016675498,0.000000000,0.000088597,0.000000000,0.000031332
-0.099097775,-0.032546518,0.002318688,0.030161230,-0.001479811,0.000089390,-0.001479811,0.014467307,0.000000000,0.000089390,0.000000000,0.000018617
-0.080134061,0.008494378,-0.000747326,0.041860832,-0.000529103,-0.000058213,-0.000529103,0.015483400,0.000000000,-0.000058213,0.000000000,0.000035383
0.025986395,0.003804460,0.000712378,0.031263970,0.000333192,0.000087665,0.000333192,0.016228102,0.000000000,0.000087665,0.000000000,0.000031876
0.068970306,-0.040267212,0.001588834,0.030287449,0.000464231,-0.000013629,0.000464231,0.016355477,0.000000000,-0.000013629,0.000000000,0.000025317
-0.027545081,0.007561378,0.000243798,0.031744931,0.000735007,0.000008776,0.000735007,0.016805153,0.000000000,0.000008776,0.000000000,0.000039600
-0.049253326,-0.012893638,-0.001836804,0.028300864,0.000059699,0.000004887,0.000059699,0.017928617,0.000000000,0.000004887,0.000000000,0.000030795
-0.006827852,-0.028504715,0.000819591,0.025317121,0.001212284,0.000095927,0.001212284,0.019014439,0.000000000,0.000095927,0.000000000,0.000051434
0.106372518,-0.027288559,0.001654181,0.027234586,0.000104171,0.000065556,0.000104171,0.018092968,0.000000000,0.000065556,0.000000000,0.000045267
-0.086697779,-0.011216274,-0.000231497,0.023770408,0.000722274,-0.000038928,0.000722274,0.015782131,0.000000000,-0.000038928,0.000000000,0.000032710
0.006427619,-0.013813679,-0.002452168,0.026958843,0.000570776,0.000054057,0.000570776,0.017475314,0.000000000,0.000054057,0.000000000,0.000029964
0.040388355,-0.038598018,0.001056669,0.030652334,0.001048565,0.000099965,0.001048565,0.018191300,0.000000000,0.000099965,0.000000000,0.000030490
0.079115415,-0.022345791,0.000732083,0.028254363,0.001179514,-0.000009582,0.001179514,0.014906053,0.000000000,-0.000009582,0.000000000,0.000031807
0.071232136,-0.032256477,-0.001434105,0.035565681,-0.001008518,0.000001750,-0.001008518,0.016190885,0.000000000,0.000001750,0.000000000,0.000029126
-0.056097977,-0.044975422,0.000807109,0.034275194,-0.002305214,-0.000133340,-0.002305214,0.017702371,0.000000000,-0.000133340,0.000000000,0.000033615
-0.100340838,-0.050919952,-0.000425203,0.034111035,0.000344054,0.000029588,0.000344054,0.017779219,0.000000000,0.000029588,0.000000000,0.000034492
-0.185459772,0.016723107,-0.002319049,0.036260605,-0.000523005,0.000122824,-0.000523005,0.021548846,0.000000000,0.000122824,0.000000000,0.000044095
-0.069110701,-0.036789484,0.001074253,0.045170624,-0.002199886,0.000023120,-0.002199886,0.019279820,0.000000000,0.000023120,0.000000000,0.000043328
-0.053518033,-0.052499703,-0.000649186,0.036029001,-0.001727401,-0.000002467,-0.001727401,0.016728930,0.000000000,-0.000002467,0.000000000,0.000024997
0.104776952,-0.006672460,0.001576153,0.034956370,-0.001999905,-0.000204332,-0.001999905,0.020730689,0.000000000,-0.000204332,0.000000000,0.000034986
0.064364649,-0.002174728,0.000757832,0.032485771,-0.002067238,0.000006298,-0.002067238,0.019349515,0.000000000,0.000006298,0.000000000,0.000042354
0.062300828,-0.044182834,0.000279590,0.033021447,-0.001050977,-0.000121255,-0.001050977,0.018287422,0.000000000,-0.000121255,0.000000000,0.000041414
0.027052922,-0.021204568,0.002111946,0.034413822,-0.002184543,-0.000113477,-0.002184543,0.018425654,0.000000000,-0.000113477,0.000000000,0.000043359
-0.018320132,-0.004475895,0.001108965,0.031237370,-0.001880044,-0.000145369,-0.001880044,0.020988243,0.000000000,-0.000145369,0.000000000,0.000039195
0.061561508,0.017644214,-0.000464511,0.031482129,-0.001663646,-0.000083301,-0.001663646,0.018271243,0.000000000,-0.000083301,0.000000000,0.000036316
0.039963875,-0.056910171,0.000054492,0.032415582,-0.001186686,-0.000050425,-0.001186686,0.019979746,0.000000000,-0.000050425,0.000000000,0.000029180
0.032858792,-0.047319889,-0.000386596,0.033798332,-0.003130392,-0.000137123,-0.003130392,0.026952744,0.000000000,-0.000137123,0.000000000,0.000049383
-0.078927588,-0.009702600,0.000636800,0.031006360,-0.001468349,0.000037040,-0.001468349,0.019655484,0.000000000,0.000037040,0.000000000,0.000032734
-0.021034778,-0.017882346,-0.001422195,0.027618229,0.000280920,0.000037093,0.000280920,0.022780231,0.000000000,0.000037093,0.000000000,0.000037787
-0.081863653,-0.009424098,0.000444762,0.029182392,-0.000480613,-0.000087900,-0.000480613,0.023235071,0.000000000,-0.000087900,0.000000000,0.000030134
-0.065045537,-0.075473401,0.001257736,0.042276211,0.000164202,-0.000227242,0.000164202,0.020616791,0.000000000,-0.000227242,0.000000000,0.000030268
-0.042677113,-0.073597921,-0.001798728,0.035707231,-0.001538958,-0.000136142,-0.001538958,0.019982149,0.000000000,-0.000136142,0.000000000,0.000035477
