x,y
60.5315,18.6219
60.6554,18.66
60.4902,18.6092
60.6967,18.6727
39.6799,12.2071
39.6386,12.1944
39.7212,12.2198
39.5974,12.1817
39.7625,12.2325
60.4489,18.5965
60.4076,18.5838
39.8038,12.2453
39.5561,12.169
60.738,18.6854
39.8451,12.258
39.5148,12.1563
39.8864,12.2707
39.4735,12.1436
38.374,12.4685
38.4151,12.4818
38.4562,12.4952
38.4972,12.5085
38.3329,12.4551
37.0592,12.0413
38.2918,12.4418
39.4011,12.8022
37.1414,12.068
38.5383,12.5219
37.1003,12.0546
36.9771,12.0146
37.0182,12.0279
39.4422,12.8156
38.2507,12.4284
37.1825,12.0813
36.936,12.0012
38.5794,12.5352
39.36,12.7889
39.4833,12.8289
34.9855,11.9782
35.0264,11.9922
35.0672,12.0062
35.1081,12.0202
34.9446,11.9642
35.149,12.0342
35.1898,12.0482
34.9037,11.9502
35.2307,12.0622
34.8629,11.9362
35.2716,12.0762
35.3124,12.0902
34.822,11.9222
35.3533,12.1041
35.3942,12.1181
35.4351,12.1321
35.4759,12.1461
34.3724,11.7683
34.3315,11.7543
35.5168,12.1601
30.2813,10.9019
30.2407,10.8873
34.1427,12.2921
30.2,10.8727
30.322,10.9166
34.224,12.3214
34.102,12.2775
34.1833,12.3068
30.1594,10.858
34.0614,12.2629
30.3626,10.9312
30.1187,10.8434
34.2646,12.336
34.0207,12.2482
30.4032,10.9458
34.793,12.5263
34.8337,12.5409
34.8743,12.5555
49.1411,17.6919
34.3053,12.3507
30.1467,11.3915
48.7763,18.431
30.0659,11.361
30.1063,11.3762
48.8167,18.4463
30.0255,11.3457
30.1872,11.4068
48.7359,18.4158
48.8571,18.4616
29.9851,11.3304
48.6955,18.4005
30.2276,11.422
29.9447,11.3152
48.6551,18.3852
48.8975,18.4768
30.268,11.4373
29.9043,11.2999
48.9379,18.4921
48.6147,18.3699
30.3084,11.4526
29.8838,11.8318
29.8436,11.8159
29.9239,11.8477
29.9641,11.8636
29.8034,11.8
30.0043,11.8795
29.7633,11.7841
30.0444,11.8954
29.7231,11.7682
30.0846,11.9113
29.6829,11.7523
30.1248,11.9272
29.6428,11.7364
48.4406,19.179
48.4808,19.1949
48.5209,19.2108
48.4004,19.1631
48.5611,19.2267
30.1649,11.9431
48.3603,19.1472
29.6942,12.2998
29.7341,12.3163
29.774,12.3328
29.6543,12.2832
29.814,12.3493
29.6144,12.2667
29.8539,12.3659
29.5745,12.2502
29.8938,12.3824
29.5346,12.2336
29.9337,12.3989
29.4947,12.2171
29.9736,12.4155
29.4548,12.2006
30.0135,12.432
29.4148,12.184
30.0534,12.4485
27.6188,11.4401
27.6587,11.4566
27.6986,11.4732
27.3961,11.8553
27.4357,11.8725
27.4754,11.8897
27.515,11.9068
27.5547,11.924
27.3564,11.8382
27.5943,11.9411
27.3168,11.821
27.634,11.9583
27.2771,11.8039
27.6736,11.9754
29.4577,12.7475
29.4974,12.7647
29.537,12.7818
27.2375,11.7867
27.7133,11.9926
29.4181,12.7303
29.5767,12.799
29.6163,12.8161
27.7529,12.0098
27.1277,12.2486
27.1671,12.2664
27.2065,12.2842
27.0884,12.2309
27.2459,12.302
27.049,12.2131
27.2852,12.3198
27.0096,12.1953
26.9702,12.1775
27.3246,12.3375
26.9309,12.1598
27.6002,12.462
27.6396,12.4797
27.364,12.3553
27.5608,12.4442
26.8915,12.142
27.679,12.4975
27.5215,12.4264
25.2772,11.4131
25.3166,11.4309
25.173,11.8455
25.0948,11.8087
25.1339,11.8271
25.2121,11.8639
25.0557,11.7903
25.2512,11.8823
25.0167,11.7719
26.9711,12.6916
24.9776,11.7536
26.932,12.6732
27.0102,12.71
26.8929,12.6548
25.2903,11.9007
27.0493,12.7284
24.9385,11.7352
27.0884,12.7468
26.8538,12.6364
25.3294,11.9191
27.1274,12.7652
24.8994,11.7168
24.8675,12.1824
24.9063,12.2014
24.9451,12.2205
24.8287,12.1634
24.9838,12.2395
24.7899,12.1444
25.0226,12.2585
24.7511,12.1254
25.0614,12.2775
24.7123,12.1064
24.6735,12.0874
25.1002,12.2965
24.6347,12.0684
25.139,12.3155
24.5959,12.0494
24.5571,12.0304
25.1778,12.3345
24.5183,12.0114
24.4795,11.9924
25.2166,12.3535
24.673,12.5715
24.7115,12.5912
24.6346,12.5519
24.75,12.6108
24.5961,12.5323
24.5576,12.5127
24.7885,12.6304
24.5191,12.4931
24.827,12.65
24.4806,12.4735
24.8655,12.6696
24.4421,12.4539
24.904,12.6892
24.4036,12.4343
24.9425,12.7088
24.3651,12.4146
24.2111,12.3362
24.2496,12.3558
24.2881,12.3754
24.3266,12.395
34.0554,18.0314
34.0936,18.0516
34.1317,18.0718
34.0172,18.0112
34.1699,18.092
33.979,17.991
34.2081,18.1123
23.8235,12.6139
33.9408,17.9708
23.7853,12.5937
23.7471,12.5735
23.8617,12.6341
23.709,12.5532
23.8999,12.6543
34.2463,18.1325
33.9027,17.9505
23.6708,12.533
23.1745,12.2702
23.5944,12.4926
23.0981,12.2298
33.7301,18.5433
33.768,18.5641
33.6922,18.5225
33.8058,18.5849
33.6544,18.5017
33.8437,18.6057
33.6165,18.4808
33.8815,18.6265
33.5787,18.46
22.3732,12.2997
22.941,12.6119
22.9789,12.6327
32.7458,18.0022
32.708,17.9814
23.0167,12.6535
22.3353,12.2789
22.411,12.3206
32.6701,17.9605
33.5408,18.4392
22.9032,12.5911
20.5636,11.7293
20.6012,11.7507
20.6387,11.7721
20.5261,11.7079
20.6762,11.7935
20.4886,11.6865
22.1397,12.6283
22.1022,12.6068
22.1772,12.6497
22.0646,12.5854
20.7137,11.8149
20.4511,11.6651
22.2147,12.6711
22.0271,12.564
20.4135,11.6437
20.7513,11.8363
22.2523,12.6925
32.3089,18.4287
32.3464,18.4501
21.9896,12.5426
20.2653,11.9849
20.3025,12.0069
20.2281,11.9629
20.1909,11.9409
20.3397,12.0289
20.1538,11.9189
20.3769,12.0508
20.1166,11.8969
20.414,12.0728
20.0794,11.8749
20.4512,12.0948
20.0422,11.8529
20.4884,12.1168
20.005,11.8309
20.5256,12.1388
19.9678,11.8089
14.2415,8.42239
14.2787,8.44439
14.3159,8.46638
14.353,8.48837
20.1114,12.3243
20.1482,12.3469
20.0377,12.2791
20.0746,12.3017
20.0009,12.2566
20.1851,12.3694
19.9641,12.234
20.2219,12.392
19.9272,12.2114
20.2587,12.4146
19.8904,12.1888
20.2956,12.4371
19.8536,12.1663
20.3324,12.4597
19.8167,12.1437
20.3692,12.4823
19.7799,12.1211
20.4061,12.5049
19.7431,12.0986
20.4429,12.5274
19.8424,12.5924
19.8059,12.5692
19.8789,12.6155
19.9153,12.6387
19.7694,12.5461
19.9518,12.6618
19.733,12.5229
19.9883,12.685
19.6965,12.4998
20.0248,12.7081
19.66,12.4766
20.0612,12.7312
19.6235,12.4535
20.0977,12.7544
20.1342,12.7775
19.5871,12.4303
20.1707,12.8007
18.967,12.0368
19.0035,12.06
19.0399,12.0831
19.6782,12.9262
19.6421,12.9025
19.7505,12.9736
19.606,12.8788
19.7144,12.9499
19.7866,12.9973
19.5699,12.855
19.8227,13.0211
19.5338,12.8313
19.8588,13.0448
17.7646,11.6692
17.8007,11.6929
17.8368,11.7166
17.8729,11.7403
17.7285,11.6454
27.6218,18.1441
27.6579,18.1678
19.4977,12.8076
19.8949,13.0685
27.694,18.1915
17.5791,11.9467
17.6148,11.971
17.6506,11.9953
17.5434,11.9225
17.6863,12.0196
17.5076,11.8982
17.722,12.0439
17.4719,11.8739
17.7578,12.0682
17.4362,11.8496
17.7935,12.0924
17.4005,11.8253
17.3647,11.8011
17.8292,12.1167
17.329,11.7768
17.8649,12.141
17.2933,11.7525
17.2575,11.7282
17.9007,12.1653
17.2218,11.7039
17.3893,12.2214
17.4246,12.2462
17.46,12.2711
17.3539,12.1966
17.4953,12.2959
17.3186,12.1717
17.5307,12.3208
17.2833,12.1469
17.566,12.3456
17.2479,12.122
16.9652,11.9233
17.0005,11.9481
16.9298,11.8985
17.6013,12.3704
16.8945,11.8736
17.0358,11.973
17.2126,12.0972
17.0712,11.9978
16.8591,11.8488
17.6367,12.3953
16.4263,11.9344
16.3564,11.8836
16.3913,11.909
16.3214,11.8582
16.4612,11.9598
16.7758,12.1883
16.4962,11.9852
16.2865,11.8328
16.7408,12.1629
16.8107,12.2137
16.7059,12.1375
16.2515,11.8074
16.5311,12.0106
16.6709,12.1121
16.8457,12.2391
16.636,12.0867
16.5661,12.036
16.601,12.0614
16.8806,12.2645
16.2166,11.782
16.1677,12.1391
16.0641,12.0612
16.0295,12.0353
16.0986,12.0872
16.1332,12.1131
16.2023,12.165
15.995,12.0094
15.9604,11.9834
15.9259,11.9575
16.2368,12.1909
15.8913,11.9316
15.8568,11.9056
16.2713,12.2169
15.8222,11.8797
16.3059,12.2428
15.7877,11.8537
16.3404,12.2687
15.7531,11.8278
16.375,12.2947
15.7186,11.8019
15.6678,12.1532
15.6337,12.1267
15.702,12.1797
15.5996,12.1003
15.7361,12.2062
15.5654,12.0738
15.7702,12.2326
15.5313,12.0473
15.8044,12.2591
15.4972,12.0208
15.8385,12.2856
15.463,11.9943
15.8726,12.3121
15.4289,11.9679
15.9068,12.3386
15.2923,11.862
15.2241,11.809
15.2582,11.8355
15.3947,11.9414
15.3265,11.8884
14.8681,11.9116
14.9018,11.9386
14.8344,11.8846
14.9356,11.9656
14.9693,11.9927
14.8007,11.8576
15.003,12.0197
15.1379,12.1277
15.0704,12.0737
14.767,11.8306
15.0367,12.0467
15.1041,12.1007
15.1716,12.1547
14.7333,11.8036
15.2053,12.1817
14.6996,11.7766
15.239,12.2087
15.475,12.3978
15.5087,12.4248
15.5424,12.4518
14.4795,11.9785
14.5128,12.006
14.4462,11.9509
14.5793,12.0611
14.4129,11.9234
14.5461,12.0335
14.6126,12.0886
14.6792,12.1437
14.3796,11.8959
14.6459,12.1162
14.7125,12.1712
14.3463,11.8683
14.7458,12.1988
14.7791,12.2263
14.3131,11.8408
14.8123,12.2538
14.2798,11.8133
14.8456,12.2814
14.2465,11.7857
15.1119,12.5017
14.191,12.1203
14.1582,12.0922
14.2239,12.1483
14.0925,12.0361
14.1253,12.0641
14.2567,12.1764
14.0596,12.008
14.2895,12.2044
14.0268,11.98
13.9939,11.9519
14.3224,12.2325
13.9611,11.9239
13.9282,11.8958
14.3552,12.2605
13.8954,11.8678
14.3881,12.2886
13.8625,11.8397
13.8297,11.8116
14.4209,12.3167
13.7968,11.7836
13.6748,12.056
13.7396,12.1131
13.772,12.1417
13.8044,12.1703
13.7072,12.0845
13.8368,12.1988
13.6424,12.0274
13.8693,12.2274
13.9017,12.256
13.61,11.9988
13.9341,12.2845
13.5776,11.9703
13.5452,11.9417
13.9665,12.3131
13.5128,11.9131
13.9989,12.3417
13.4804,11.8846
14.0313,12.3702
14.0637,12.3988
13.448,11.856
13.2921,12.0948
13.324,12.1239
13.356,12.153
13.3879,12.1821
13.2601,12.0658
13.2282,12.0367
13.4199,12.2111
13.4518,12.2402
13.1962,12.0076
13.4838,12.2693
13.1643,11.9785
13.1323,11.9495
13.5157,12.2984
13.1003,11.9204
13.5477,12.3274
13.0684,11.8913
13.5796,12.3565
13.0364,11.8622
13.6116,12.3856
0.511233,0.465186
12.5651,11.7994
12.5966,11.829
12.6281,11.8585
12.5336,11.7698
12.5021,11.7403
12.6596,11.8881
12.4706,11.7107
12.6911,11.9177
12.4391,11.6811
12.7225,11.9473
12.4076,11.6515
12.754,11.9768
13.0689,12.2726
13.1004,12.3021
12.3761,11.622
13.0375,12.243
13.1319,12.3317
12.7855,12.0064
13.006,12.2134
13.1634,12.3613
12.4092,12.0254
12.3782,11.9953
12.4402,12.0554
12.3472,11.9652
12.4713,12.0855
12.3162,11.9352
12.2851,11.9051
12.5023,12.1156
12.2541,11.8751
12.5333,12.1456
12.2231,11.845
12.1921,11.8149
12.5643,12.1757
12.161,11.7849
12.5954,12.2058
12.13,11.7548
12.6264,12.2358
12.099,11.7247
11.8818,11.5143
11.9129,11.5444
12.0355,12.0355
12.0661,12.0661
12.0966,12.0966
12.1272,12.1272
12.005,12.005
12.1577,12.1577
11.9744,11.9744
12.1883,12.1883
12.2188,12.2188
11.9439,11.9439
12.2494,12.2494
11.9133,11.9133
12.2799,12.2799
12.3104,12.3104
12.341,12.341
12.3715,12.3715
11.8828,11.8828
12.4021,12.4021
12.4326,12.4326
11.8522,11.8522
11.7247,12.099
11.6947,12.068
11.7548,12.13
11.6646,12.0369
11.7849,12.161
11.6345,12.0059
11.8149,12.1921
11.6045,11.9749
11.845,12.2231
11.5744,11.9439
11.8751,12.2541
11.9051,12.2851
11.5444,11.9129
11.9352,12.3162
11.5143,11.8818
11.9652,12.3472
11.9953,12.3782
11.364,11.7267
11.394,11.7577
11.4842,11.8508
11.2967,12.0297
11.3262,12.0612
11.2671,11.9982
11.3558,12.0927
11.2375,11.9667
11.3854,12.1242
11.208,11.9353
11.415,12.1557
11.1784,11.9038
11.1488,11.8723
11.4445,12.1872
11.4741,12.2187
11.1192,11.8408
11.5037,12.2502
11.0897,11.8093
11.5332,12.2817
11.0601,11.7778
11.5628,12.3132
11.5924,12.3446
11.0305,11.7463
10.961,12.0459
10.9028,11.982
10.9319,12.014
10.99,12.0779
10.8737,11.9501
11.0191,12.1098
10.8447,11.9181
11.0482,12.1418
10.8156,11.8862
11.0772,12.1737
10.7865,11.8542
10.7574,11.8223
11.1063,12.2057
11.1354,12.2376
10.7284,11.7903
11.1645,12.2696
11.1935,12.3015
11.2226,12.3335
11.2517,12.3654
10.6993,11.7584
10.7133,12.1518
10.6847,12.1194
10.7418,12.1842
10.7704,12.2166
10.6561,12.087
10.799,12.249
10.6275,12.0546
10.8275,12.2814
10.599,12.0222
10.8561,12.3138
10.8847,12.3462
10.5704,11.9898
15.8842,18.0171
15.9127,18.0495
10.9132,12.3786
15.8556,17.9847
15.9413,18.0819
10.5418,11.9574
15.9699,18.1143
15.827,17.9523
10.2405,11.9901
10.2124,11.9572
10.2686,12.0229
10.1844,11.9244
10.2966,12.0558
10.1563,11.8915
10.3247,12.0886
10.1283,11.8587
10.3527,12.1215
10.1002,11.8258
10.3808,12.1543
10.0722,11.793
10.4088,12.1872
10.0441,11.7601
10.4369,12.22
10.016,11.7273
10.4649,12.2529
9.98799,11.6944
10.493,12.2857
9.95994,11.6616
10.0234,12.1162
9.99583,12.0829
10.0509,12.1495
10.0784,12.1827
9.96829,12.0496
10.106,12.216
9.94075,12.0163
10.1335,12.2493
9.91322,11.983
10.161,12.2826
9.88568,11.9497
10.1886,12.3159
9.85814,11.9164
10.2161,12.3492
9.83061,11.8832
10.2437,12.3825
9.80307,11.8499
10.2712,12.4157
9.77553,11.8166
10.2987,12.449
9.61573,12.0024
9.64274,12.0361
9.66975,12.0698
9.69676,12.1035
9.72377,12.1373
9.58872,11.9687
9.75078,12.171
9.56171,11.935
9.77779,12.2047
9.5347,11.9013
9.80481,12.2384
9.50769,11.8675
9.83182,12.2721
9.85883,12.3058
9.48068,11.8338
9.88584,12.3395
9.91285,12.3733
9.45367,11.8001
9.93986,12.407
9.96687,12.4407
9.47898,12.2202
9.4525,12.1861
9.50545,12.2544
9.53193,12.2885
9.42602,12.152
9.39954,12.1178
9.55841,12.3226
9.37307,12.0837
9.58489,12.3568
9.34659,12.0495
9.32011,12.0154
9.24068,11.913
9.26716,11.9471
9.29363,11.9813
9.61136,12.3909
9.2142,11.8789
9.18772,11.8447
9.16125,11.8106
9.63784,12.425
9.13477,11.7765
9.07835,12.0912
9.02648,12.0221
9.05242,12.0567
9.13023,12.1603
9.00054,11.9876
9.10429,12.1258
9.15617,12.1949
8.9746,11.953
9.18211,12.2294
8.94866,11.9185
9.20805,12.264
8.92273,11.884
9.23398,12.2985
8.89679,11.8494
9.25992,12.3331
8.87085,11.8149
9.28586,12.3676
9.3118,12.4021
8.84491,11.7803
9.33774,12.4367
8.78574,12.0925
8.76035,12.0576
8.81114,12.1275
8.73496,12.0226
8.83653,12.1624
8.70957,11.9877
8.86192,12.1974
8.68417,11.9527
8.88731,12.2323
8.65878,11.9178
8.91271,12.2673
8.63339,11.8828
8.9381,12.3022
8.608,11.8479
8.96349,12.3372
8.98888,12.3721
8.58261,11.8129
9.01427,12.4071
9.03967,12.442
9.06506,12.477
8.396,11.9463
8.37116,11.911
8.44568,12.017
8.42084,11.9816
8.34632,11.8756
8.47052,12.0523
8.32148,11.8403
8.49536,12.0877
8.29664,11.8049
8.5202,12.123
8.2718,11.7696
8.54504,12.1584
8.24695,11.7342
8.56988,12.1937
8.22212,11.6989
8.59472,12.229
8.19728,11.6635
8.74376,12.4411
8.7686,12.4765
8.71892,12.4058
8.2316,12.1124
8.25588,12.1482
8.20732,12.0767
8.28016,12.1839
8.18304,12.041
8.30445,12.2196
8.15875,12.0052
8.32873,12.2553
8.13447,11.9695
8.11019,11.9338
8.35301,12.2911
8.37729,12.3268
8.08591,11.8981
8.40157,12.3625
8.06163,11.8623
8.42586,12.3983
8.03734,11.8266
8.45014,12.434
8.47442,12.4697
8.01306,11.7909
7.89802,12.0236
7.87431,11.9875
7.92174,12.0597
7.94546,12.0958
7.85059,11.9514
7.96918,12.1319
7.82687,11.9153
7.99289,12.168
7.80315,11.8792
7.77943,11.8431
8.01661,12.2041
7.75572,11.8069
8.1352,12.3847
8.15892,12.4208
8.04033,12.2402
8.18264,12.4569
7.732,11.7708
8.11148,12.3486
8.20635,12.493
7.70828,11.7347
7.70819,12.1462
7.68504,12.1097
7.73134,12.1826
7.6619,12.0732
7.75449,12.2191
7.63875,12.0367
7.77763,12.2556
7.6156,12.0003
7.80078,12.2921
7.59245,11.9638
7.82393,12.3285
7.5693,11.9273
7.54616,11.8908
7.84708,12.365
7.87022,12.4015
7.52301,11.8544
7.49986,11.8179
7.89337,12.438
7.91652,12.4744
7.47671,11.7814
7.4036,12.0816
7.38102,12.0447
7.42617,12.1184
7.44874,12.1552
7.35845,12.0079
7.33588,11.9711
7.47131,12.1921
7.31331,11.9342
7.49388,12.2289
7.29074,11.8974
7.51646,12.2657
7.26816,11.8606
7.53903,12.3026
7.24559,11.8237
7.22302,11.7869
7.5616,12.3394
7.20045,11.7501
7.58417,12.3762
7.17788,11.7132
7.67446,12.5236
7.19092,12.1592
7.21291,12.1964
7.2349,12.2336
7.16893,12.122
7.25689,12.2707
7.14694,12.0848
7.27888,12.3079
7.12495,12.0476
7.30088,12.3451
7.10296,12.0105
7.32287,12.3823
7.08097,11.9733
7.34486,12.4195
7.05898,11.9361
7.36685,12.4567
7.03699,11.8989
7.38884,12.4938
7.015,11.8617
7.41083,12.531
6.99301,11.8245
6.84922,12.008
6.82782,11.9704
6.87062,12.0455
6.80641,11.9329
6.89203,12.083
6.78501,11.8954
6.91343,12.1205
6.7636,11.8579
6.7422,11.8203
6.93483,12.1581
6.7208,11.7828
7.06326,12.3832
7.08466,12.4207
6.95624,12.1956
7.04185,12.3457
7.10607,12.4583
7.02045,12.3082
6.69939,11.7453
7.12747,12.4958
6.97764,12.2331
6.68058,12.1519
6.65976,12.1141
6.70139,12.1898
6.63895,12.0762
6.61814,12.0384
6.7222,12.2276
6.59733,12.0005
6.74301,12.2655
6.57652,11.9626
6.76382,12.3033
6.5557,11.9248
6.78463,12.3412
6.53489,11.8869
6.80545,12.3791
6.51408,11.8491
6.82626,12.4169
6.84707,12.4548
6.49327,11.8112
6.86788,12.4926
6.47246,11.7734
6.44845,12.179
6.46866,12.2172
6.48888,12.2554
6.42823,12.1408
6.50909,12.2935
6.40802,12.1026
6.52931,12.3317
6.3878,12.0645
6.54952,12.3699
6.36759,12.0263
6.56974,12.4081
6.34737,11.9881
6.58995,12.4462
6.32716,11.9499
6.61016,12.4844
6.30695,11.9117
6.28673,11.8736
6.63038,12.5226
12.4724,23.5562
6.26652,11.8354
6.1779,12.1248
6.19752,12.1633
6.15829,12.0863
6.21713,12.2018
6.13868,12.0478
6.23674,12.2403
6.11907,12.0093
6.25635,12.2788
6.09945,11.9709
6.07984,11.9324
6.27597,12.3173
6.29558,12.3558
6.06023,11.8939
6.31519,12.3943
6.04062,11.8554
6.3348,12.4327
6.021,11.8169
6.35441,12.4712
6.00139,11.7784
6.37403,12.5097
5.96769,12.1816
5.94868,12.1428
5.98669,12.2204
5.92968,12.104
6.0057,12.2592
5.91067,12.0652
6.0247,12.2979
5.89167,12.0264
6.04371,12.3367
5.87266,11.9876
6.06271,12.3755
5.85366,11.9488
5.83465,11.91
6.08172,12.4143
5.81564,11.8712
6.10073,12.4531
5.79664,11.8324
6.11973,12.4919
5.77763,11.7936
6.13874,12.5307
5.70203,12.1174
5.72043,12.1565
5.73882,12.1956
5.68364,12.0784
5.75722,12.2347
5.66525,12.0393
5.77561,12.2738
5.64685,12.0002
5.794,12.3129
5.62846,11.9611
5.8124,12.352
5.61007,11.922
5.83079,12.3911
5.59167,11.8829
5.84918,12.4302
5.57328,11.8438
5.86758,12.4692
5.55489,11.8047
